genres,app_name,item_id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,sin dato,release_date
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Heroes of Dire,509560,Spellbook,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Space Impact Glitch,580990,Ultimate Glitch,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual']",28 Waves Later,444290,Dagestan Technology,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Early Access']",Typing with Jester,496520,Michael Jendryssek,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Dark Train,532290,Paperash Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Casual', 'Indie']",Mystery Riddles,598620,Anawiki Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Trianguluv,601930,Atara Games,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Absoloot,555700,Latinas Tomatos,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Strategy'],The Horus Heresy: Battle of Tallarn - Ascendance Campaign,597270,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",Future Unfolding Original Soundtrack,609240,Spaces of Play UG,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Future Unfolding,539340,Spaces of Play UG,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Adventure'],Reality Incognita Demo,604580,Dire Boar Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Action'],Dead Rising 4 - Holiday Stocking Stuffer Pack,593052,"Capcom Game Studio Vancouver, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Tricky Towers - Gem Bricks,570363,WeirdBeard,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Real Heroes: Firefighter,549680,"Scientifically Proven Entertainment, LLC.,Flying Tiger Entertainment,Inc.",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – 90s Mix Song Pack II,509743,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Hole - “Violet”,509742,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Tonic - “If You Could Only See”,509741,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Eve 6 - “Inside Out”,509740,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Indie', 'Strategy']",Age of Rivals,597970,Roboto Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",HEX: Scars of War Bundle,605650,Hex Entertainment,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Indie', 'Racing']",Tacopocalypse,416530,Cherry Pie Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
['Strategy'],Monster Monpiece - Deluxe Pack,586010,"COMPILE HEART,IDEA FACTORY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
['Strategy'],Monster Monpiece,415300,"COMPILE HEART,IDEA FACTORY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Casual', 'Indie']",aMAZE,604780,Blender Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",Nephise,606860,Tonguç Bodur,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Brave Furries,355280,Crazy Goat Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
sin dato,K Missing Kings,608450,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014
"['Action', 'Adventure', 'RPG']",Dark Tower,606060,PrimeBit Games Sp. z o.o.,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure']",Eekeemoo - Splinters of the Dark Shard,413040,Cogg Games Ltd,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Simulation', 'Strategy']",Arma: Cold War Assault Mac/Linux,594550,Bohemia Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",LEAVES - The Return,569810,ZAR 21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'Racing', 'Simulation']",Blue-Collar Astronaut,414760,Mutated Software,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Children of the Galaxy,563390,"Filip Dusek, Empty Keys",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'Casual']","My Boyfriend – He loves me, he loves me not",595160,Exozet Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Get'em Gary,604900,"Second Dimension R&amp;T, LLC",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation']",hack_me 2,602890,EasyWays Team,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
sin dato,Shaun the Sheep,578710,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015
"['Action', 'Adventure', 'Casual', 'Indie']",Save Our Souls - Episode I,600550,Relentless Game Studios,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","Microcosmum: survival of cells - Campaign ""Mutations""",574280,Alexander Byzov,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'RPG']",In Vitra - JRPG Adventure,563270,bumblebee,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
['Photo Editing'],CyberLink PhotoDirector 8 Deluxe,501600,CyberLink,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual']",Web of Deceit: Black Widow Collector's Edition,604340,Blam! Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Phantom Halls,587920,Incendium LLC,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",Of Guards and Thieves - Firefight,598390,Subvert Games,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
['Adventure'],Broken Sword 4: Soundtrack,565820,Sumo Digital Ltd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie', 'RPG']",Chosen 2,569970,Little Big Lee,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
sin dato,Revolution 25th Anniversary Documentary,570370,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
sin dato,Spaghettiman,419650,sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
"['Action', 'Adventure', 'Indie']",Ticket,564810,magicdweedoo,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
['Adventure'],Broken Sword 5: Soundtrack,565830,Revolution Software Ltd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Helium,433900,rocketship,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Original soundtrack of Koi Musubi,605030,Narrator,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Fated Souls 3,602790,Warfare Studios,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Racing', 'Simulation', 'Sports']",4x4 Offroad Racing - Nitro,537170,magnussoft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2017
"['Adventure', 'Casual', 'RPG']",Male #2 + Booster Pack,604601,Arcane Raise,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
sin dato,Female #2 + Booster Pack,604610,Arcane Raise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
"['Adventure', 'Casual', 'RPG']",Female #1 + Booster Pack,604602,Arcane Raise,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'RPG']",Arcane Raise - Booster Pack,604090,Arcane Raise,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual']",Off The Record: The Art of Deception Collector's Edition,600170,Eipix Entertainment,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Free to Play', 'Simulation', 'Sports']",Zaccaria Pinball - Combat 2017 Table,605430,Magic Pixel Kft.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Streets of Rogue,512900,Matt Dabrowski,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'RPG']",Male #1 + Booster Pack,604600,Arcane Raise,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Streets of Rogue Soundtrack,594700,Craig Barnes,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'RPG']",Davyria: Heroes of Eternity,593850,Sebastian Groll,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",ROTii Soundtrack,604480,DarkShot Studios,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - Team JNPR Beacon Academy Costume Pack,580831,Rooster Teeth Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - Team JNPR Beacon Dance Costume Pack,580833,Rooster Teeth Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - Team RWBY Beacon Dance Costume Pack,580832,Rooster Teeth Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",A Girls Fabric Face,603810,Stanislaw Truchowski,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",The Adventures of Fei Duanmu 端木斐异闻录,593200,致意,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Racing']",Gas Guzzlers: Combat Carnage,596620,Gamepires,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
"['Adventure', 'Indie']",2Dark,435100,Gloomywood,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",端木斐异闻录：坠殒癖 - 原声集(OST),602780,"Rostrum Studio,YUKIri",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",2Dark Official Soundtrack and Artbook,579740,Gloomywood,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Where is my Brain!?,576110,SoundStage13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Induction - Soundtrack,519070,Bryan Gale,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie']",Turn,596370,Sidi Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'Simulation', 'Strategy']",Multishop Tycoon Deluxe,568780,Maulidan Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie', 'RPG', 'Strategy']",Golden Swords OST,579690,Vlad K.,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Indie']",Another Adventure,604450,ThankCreate Studio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Spring Cats Pack,591970,Fishing Planet LLC,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",Bunny Bounce,446610,BurstRay Games,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'Simulation']",Cowboy zombie,603570,bogdanehi,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",Yeti Adventure,604810,"bogdanehi,EHTechnology",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Indie'],Mountain Mind EP,605020,"Nebuch,Arligan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],FSX Steam Edition: Grumman F4F Wildcat & Martlet Add-On,536578,Just Flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Adventure']",Blossom Tales: The Sleeping King,446810,"Castle Pixel, LLC.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Universe in Fire,604570,putilin_industries,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],Train Simulator: GWR Nunney Castle Steam Loco Add-On,513110,Bossman Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Free to Play', 'Simulation']",MAKE IT as an Artist,577390,Deathink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'RPG']",Biosupremacy,579870,DarkPolygon Games,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Casual', 'Indie', 'Strategy']",Avalon Legends Solitaire,598610,Anawiki Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Biomydra,542870,Class of 2015-2016,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual']",Lost Grimoires 2: Shard of Mystery,574270,World-Loom,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - Team RWBY Beacon Academy Costume Pack,580830,Rooster Teeth Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Indie']",Tank Destroyer,603190,Freedomize Studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Free to Play', 'Indie']",Holodrive - Founder's Pack,605690,BitCake Studio,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Casual', 'Indie']",ROTii,603220,DarkShot Studios,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure', 'Indie']",Zarya and the Cursed Skull,605040,Rodz,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",The Filmmaker - A Text Adventure,597120,Storycentric Worlds,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
"['Indie', 'RPG']",Fear the Dead,605410,MadLab Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Free to Play', 'Indie']",HERO-E,600410,Osky Studios,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Adventure']",Homefront: The Revolution - Beyond the Walls,500272,Dambuster Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Adventure', 'Indie']",Dream Stone,603090,QuickSave,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],Tower!3D Pro,588190,FeelThere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],TS Marketplace: DRG BR 86 Grey Livery Pack Add-On,513095,Bossman Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],TS Marketplace: Network Southeast BR Class 313 Livery Pack,513094,Armstrong Powerhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
['Simulation'],FSX Steam Edition: Toposim US Upper Midwest Add-On,556226,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Indie']",Ghost Blade HD,577910,Hucast Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],FSX Steam Edition: Toposim US Mountain West Add-On,556229,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Action', 'Indie']",Warhammer: End Times - Vermintide Lorebook,463792,Fatshark,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Faeria,397060,Abrakam SA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2017
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Faeria - Steam Pack,574570,Abrakam SA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2017
"['Adventure', 'Casual', 'Indie']",Darkarta: A Broken Heart's Quest Collector's Edition,601530,Tuttifrutti Interactive,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Adventure'],Jack Orlando - Soundtrack by Harold Faltermeyer,602290,Toontraxx Studios,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
"['Casual', 'Indie', 'Strategy']",Elven Legend,593410,Growing Grass Studio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Dark Mage (Skin),595940,"Elias Viglione,Jussi Kukkonen",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2017
"['Massively Multiplayer', 'Strategy', 'Early Access']",Subsiege,338640,"Icebird Studios,Aesir Interactive",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
"['Action', 'Casual', 'Indie']",Hungry Flame,586970,Just1337 Studio,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Simulation'],Train Simulator: LNWR G2 Super D Steam Loco Add-On,448186,MeshTools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']","Fantasy Grounds - Return to Freeport, Part One: Curse of the Brine Witch (PFRPG)",587270,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost: The Lost City of Paraxis (Savage Worlds),604360,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Last Parsec: Eris Beta-V (Savage Worlds),604310,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Return to Freeport Part 3: Storming the Razor Caves (PFRPG),604350,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
['RPG'],"Atelier Firis - Costume: Resort Vacation, Wonderland / フィリス衣装『リゾートバケーション』『ワンダーランド』",573540,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Hellfrost: The Eostre Festival (Savage Worlds),605590,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfes Volume 28 - Prisoner of the Drow 1 (Token Pack),604730,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Blackwater Creek (CoC7E),604870,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
['RPG'],Atelier Firis - Atelier series special BGM pack / アトリエシリーズスペシャルBGMパック,573546,"KOEI TECMO GAMES CO., LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Shrine of Serpents (PFRPG),604860,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - P2 - The Dark City of the Queen of Spiders 4E Fantasy (Token Pack),602820,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Perilous Places & Serious Situations (Savage Worlds),602400,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - H3-Ziggurat of Gloom 4E Fantasy (Token Pack),603590,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #016: The Halls of Hellfire (PFRPG),576580,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2017
"['Indie', 'Strategy']",Land Doctrine,600740,Polygma Studio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2017
"['Casual', 'Indie']",InfiniPicross,583490,ReverseImpact,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
['Adventure'],Nancy Drew®: The Shattered Medallion,572720,HeR Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
"['Adventure', 'Casual', 'Indie', 'RPG']",Revenant Saga,522530,Exe Create Inc.,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2017
['RPG'],Einlanzer,553760,Andrew Ryan Henke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
['RPG'],Einlanzer Soundtrack,573190,Andrew Ryan Henke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017
['Indie'],Radium 2 | Ra²,562460,Lukas Jaeckel,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
"['Action', 'Free to Play', 'Massively Multiplayer']",Tanki Online,562010,AlternativaPlatform,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
"['Design &amp; Illustration', 'Education', 'Utilities']",Quantum Engine,597910,"Wannes Vanoyenbrugge,Jorn Segers",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
